Fall,GeoLocation,Id,Name,Nametype,Recclass,Year,Reclat,Reclong,Mass
Found,"(35.64552, -114.03069)",22540,Red Dry Lake 003,Valid,H6,2001,35.64552,-114.03069,94
Found,"(35.65306, -114.02437)",22539,Red Dry Lake 002,Valid,H6,2001,35.65306,-114.02437,21.5
Found,"(39.78333, -100.0)",22401,Reager,Valid,L6,1948,39.78333,-100,230
Found,"(38.61667, -99.93333)",22393,Ransom,Valid,H4,1938,38.61667,-99.93333,15000
Found,"(24.51667, -105.25)",22391,Rancho Gomelia,Valid,"Iron, IIIAB",1975,24.51667,-105.25,15650
Found,"(24.11667, -104.3)",22389,Rancho de la Pila (1882),Valid,"Iron, IIIAB",1882,24.11667,-104.3,46500
Found,"(24.3, -102.18333)",22388,Rancho Blanco,Valid,Eucrite-mmict,1987,24.3,-102.18333,155
Found,"(34.76778, -103.55)",22372,Ragland,Valid,LL3.4,1982,34.76778,-103.55,12100
Found,"(32.44667, -111.34667)",22370,Ragged Top,Valid,H4,1997,32.44667,-111.34667,122.7
Found,"(34.44567, -117.01083)",22366,Rabbit Dry Lake,Valid,L6,2000,34.44567,-117.01083,20
Found,"(38.08333, -115.53333)",22364,Quinn Canyon,Valid,"Iron, IIIAB",1908,38.08333,-115.53333,1450000
Found,"(37.2, -116.7)",18910,Quartz Mountain,Valid,"Iron, IIIAB",1935,37.2,-116.7,4832
Found,"(33.25, -83.25)",18906,Putnam County,Valid,"Iron, IVA",1839,33.25,-83.25,32700
Found,"(29.9, -112.68333)",18897,Puerto Libertad,Valid,L,1973,29.9,-112.68333,66
Found,"(34.4, -106.85)",18895,Puente-Ladron,Valid,L,1944,34.4,-106.85,7.7
Found,"(27.86667, -101.5)",18894,Puente del Zacate,Valid,"Iron, IIIAB",1904,27.86667,-101.5,30790
Found,"(38.56667, -85.23333)",18893,Providence,Valid,"Iron, IIIAB",1903,38.56667,-85.23333,6804
Found,"(35.66667, -115.36667)",18889,Primm,Valid,H5,1997,35.66667,-115.36667,3383
Fell,"(39.11667, -83.85)",18888,Pricetown,Valid,L6,1893,39.11667,-83.85,900
Found,"(39.63333, -100.5)",18882,Prairie Dog Creek,Valid,H3.7,1893,39.63333,-100.5,2900
Found,"(38.66667, -82.78333)",18880,Powellsville,Valid,H5,1990,38.66667,-82.78333,4310
Found,"(41.23333, -103.3)",18878,Potter,Valid,L6,1941,41.23333,-103.3,261000
Found,"(33.11667, -101.38333)",18877,Post,Valid,L,1965,33.11667,-101.38333,2000
Found,"(39.56667, -98.68333)",18875,Portis,Valid,L,1959,39.56667,-98.68333,30
Fell,"(34.175, -103.295)",18874,Portales Valley,Valid,H6,1998,34.175,-103.295,71400
Found,"(34.1, -103.41667)",18873,Portales (c),Valid,H4,1967,34.1,-103.41667,6000
Found,"(34.06667, -103.5)",18872,Portales (b),Valid,L6,1967,34.06667,-103.5,595.8
Found,"(34.06667, -103.5)",18871,Portales (a),Valid,H4,1967,34.06667,-103.5,3240
Found,"(31.66333, -99.95)",18866,Pony Creek,Valid,H4,1947,31.66333,-99.95,4642
Found,"(38.17, -110.36667)",18857,Poison Spring,Valid,Iron,1971,38.17,-110.36667,524
Found,"(36.5, -104.5)",18856,Point of Rocks (stone),Valid,L6,1954,36.5,-104.5,800
Found,"(36.5, -104.5)",18855,Point of Rocks (iron),Valid,"Iron, IIIAB",1956,36.5,-104.5,18000
Found,"(41.33333, -86.31667)",18850,Plymouth,Valid,"Iron, IIIAB",1893,41.33333,-86.31667,14000
Found,"(38.18333, -94.71667)",18848,Pleasanton,Valid,H5,1935,38.18333,-94.71667,2300
Fell,"(30.7, -96.11667)",18846,Plantersville,Valid,H6,1930,30.7,-96.11667,2085
Found,"(34.1875, -101.70417)",18844,Plainview (d),Valid,L6,1979,34.1875,-101.70417,700
Found,"(34.125, -101.75667)",18843,Plainview (c),Valid,OC,1963,34.125,-101.75667,631
Found,"(34.11667, -101.78333)",18842,Plainview (1950),Valid,H,1950,34.11667,-101.78333,2200
Found,"(34.11667, -101.78333)",18841,Plainview (1917),Valid,H5,1917,34.11667,-101.78333,700000
Found,"(33.26667, -102.9)",18840,Plains (d),Valid,H4,1991,33.26667,-102.9,280
Found,"(33.28333, -102.76667)",18839,Plains,Valid,H5,1964,33.28333,-102.76667,34300
Found,"(40.43333, -80.0)",18838,Pittsburg,Valid,"Iron, IAB-MG",1850,40.43333,-80,600
Fell,"(31.95, -83.51667)",18837,Pitts,Valid,"Iron, IAB-ung",1921,31.95,-83.51667,3760
Found,"(29.68333, -98.91667)",18830,Pipe Creek,Valid,H6,1887,29.68333,-98.91667,13600
Found,"(34.0, -115.78333)",18829,Pinto Mountains,Valid,L6,1954,34,-115.78333,17900
Found,"(32.66667, -105.1)",18828,Pi_on,Valid,"Iron, ungrouped",1928,32.66667,-105.1,17850
Found,"(44.21667, -89.1)",18826,Pine River,Valid,"Iron, IAB-sLL",1931,44.21667,-89.1,3600
Found,"(41.18333, -104.06667)",18824,Pine Bluffs,Valid,H,1935,41.18333,-104.06667,2700
Found,"(32.2, -111.0)",18823,Pima County,Valid,"Iron, IIAB",1947,32.2,-111,210
Found,"(37.86667, -100.66667)",18820,Pierceville (stone),Valid,L6,1939,37.86667,-100.66667,2125
Found,"(37.86667, -100.66667)",18819,Pierceville (iron),Valid,"Iron, IIIAB",1917,37.86667,-100.66667,100000
Found,"(34.5, -84.5)",18815,Pickens County,Valid,H6,1908,34.5,-84.5,400
Found,"(33.2, -105.0)",18814,Picacho,Valid,"Iron, IIIAB",1952,33.2,-105,22000
Fell,"(40.0, -99.25)",18808,Phillips County (stone),Valid,L6,1901,40,-99.25,57900
Found,"(40.45, -102.38333)",18807,Phillips County (pallasite),Valid,"Pallasite, PMG-an",1935,40.45,-102.38333,1360
Fell,"(35.3, -86.63333)",18801,Petersburg,Valid,Eucrite-pmict,1855,35.3,-86.63333,1800
Found,"(35.05, -84.23333)",18796,Persimmon Creek,Valid,"Iron, IAB-sLM",1893,35.05,-84.23333,5000
Found,"(37.73333, -89.85)",18795,Perryville,Valid,"Iron, IIC",1906,37.73333,-89.85,17500
Found,"(36.35333, -100.73167)",18794,Perryton,Valid,LL6,1975,36.35333,-100.73167,2114
Found,"(33.73, -102.57667)",18791,Pep,Valid,OC,1966,33.73,-102.57667,591
Found,"(48.85, -64.43333)",18789,Penouille,Valid,"Iron, IAB complex",1984,48.85,-64.43333,72.54
Found,"(39.35, -99.91667)",18788,Penokee,Valid,H5,1947,39.35,-99.91667,3580
Fell,"(30.125, -103.11667)",18786,Pe_a Blanca Spring,Valid,Aubrite,1946,30.125,-103.11667,70000
Found,"(33.66667, -108.1)",18785,Pelona Mountain,Valid,H5,1999,33.66667,-108.1,618
Found,"(40.95, -103.08333)",18783,Peetz,Valid,L6,1937,40.95,-103.08333,11500
Fell,"(41.28333, -73.91667)",18782,Peekskill,Valid,H6,1992,41.28333,-73.91667,12570
Found,"(32.0, -102.0)",18182,Peck's Spring,Valid,L5,1926,32,-102,1600
Found,"(34.23333, -111.4)",18178,Payson,Valid,L6,2001,34.23333,-111.4,1728
Found,"(34.0, -84.8)",18172,Paulding County,Valid,Iron,1901,34,-84.8,725
Found,"(32.5, -102.03333)",18115,Patricia,Valid,H5,1983,32.5,-102.03333,14900
Fell,"(36.21667, -103.4)",18110,Pasamonte,Valid,Eucrite-pmict,1933,36.21667,-103.4,5100
Found,"(43.8, -117.0)",18107,Parma Canyon,Valid,Iron,1940,43.8,-117,2150
Fell,"(41.48472, -87.67917)",18106,Park Forest,Valid,L5,2003,41.48472,-87.67917,18000
Found,"(39.11, -100.36167)",18104,Park,Valid,L6,1969,39.11,-100.36167,13000
Fell,"(36.06667, -90.5)",18101,Paragould,Valid,LL5,1930,36.06667,-90.5,408000
Found,"(35.33333, -101.38333)",18096,Panhandle,Valid,H5,1969,35.33333,-101.38333,1360
Found,"(34.9, -101.21667)",18081,Paloduro,Valid,"Iron, IIIE",1935,34.9,-101.21667,3000
Found,"(36.5, -104.5)",18080,Palo Blanco Creek,Valid,Eucrite-mmict,1954,36.5,-104.5,1482
Fell,"(39.8, -91.5)",18079,Palmyra,Valid,L3,1926,39.8,-91.5,135
Found,"(36.4665, -88.60283)",18078,Palmersville,Valid,H5,1908,36.4665,-88.60283,9979
Fell,"(32.31667, -89.71667)",18073,Palahatchie,Valid,OC,1910,32.31667,-89.71667,
Found,"(39.16667, -101.28333)",18070,Page City,Valid,"Iron, IVA",1980,39.16667,-101.28333,13630
Found,"(30.73333, -101.3)",18066,Ozona,Valid,H6,1929,30.73333,-101.3,127500
Found,"(40.16667, -99.66667)",18063,Oxford,Valid,H5,1985,40.16667,-99.66667,6000
Found,"(37.46667, -118.0)",18061,Owens Valley,Valid,"Iron, IIIAB",1913,37.46667,-118,192800
Found,"(41.2, -103.68333)",18060,Owasco,Valid,L6,1984,41.2,-103.68333,168400
Found,"(40.96667, -102.4)",18057,Ovid,Valid,H6,1939,40.96667,-102.4,6169
Found,"(38.96667, -94.66667)",18056,Overland Park,Valid,H4,1998,38.96667,-94.66667,1374
Found,"(35.16667, -105.98333)",18047,Otto,Valid,H5,1970,35.16667,-105.98333,28
Fell,"(38.6, -95.21667)",18046,Ottawa,Valid,LL6,1896,38.6,-95.21667,840
Found,"(38.53333, -99.05)",18044,Otis,Valid,L6,1940,38.53333,-99.05,2600
Found,"(24.18333, -105.03333)",18043,Otinapa,Valid,"Pallasite, PMG",1986,24.18333,-105.03333,8400
Found,"(47.63333, -80.08333)",18037,Osseo,Valid,"Iron, IAB complex",1931,47.63333,-80.08333,46300
Found,"(44.07694, -88.56278)",18036,Oshkosh,Valid,H,1961,44.07694,-88.56278,144.8
Found,"(33.63333, -106.38333)",18035,Oscuro Mountains,Valid,"Iron, IAB-MG",1895,33.63333,-106.38333,3600
Found,"(39.68333, -121.63333)",18032,Oroville,Valid,"Iron, IIIAB",1893,39.68333,-121.63333,24500
Found,"(32.37167, -106.25833)",18031,Oro Grande,Valid,H5,1971,32.37167,-106.25833,513
Found,"(34.16722, -102.13361)",18016,Olton,Valid,H3.5,1948,34.16722,-102.13361,953
Found,"(41.2, -103.68333)",18014,Oliver,Valid,L6,1984,41.2,-103.68333,6690
Found,"(34.46667, -115.23333)",18007,Old Woman,Valid,"Iron, IIAB",1976,34.46667,-115.23333,2753000
Found,"(34.85958, -116.22113)",18004,Old Dominion Mine,Valid,H4,2000,34.85958,-116.22113,42
Found,"(33.5, -89.0)",18003,Oktibbeha County,Valid,"Iron, IAB-ung",1854,33.5,-89,156
Found,"(26.68333, -80.8)",18001,Okechobee,Valid,L4,1916,26.68333,-80.8,1000
Found,"(41.16667, -101.66667)",17992,Ogallala,Valid,"Iron, IAB-sLL",1918,41.16667,-101.66667,3300
Found,"(32.91217, -101.91867)",17987,O'Donnell,Valid,H5,1992,32.91217,-101.91867,12700
Found,"(31.71667, -102.4)",17985,Odessa (iron),Valid,"Iron, IAB-MG",1922,31.71667,-102.4,1600000
Found,"(32.83333, -116.06667)",17980,Ocotillo,Valid,"Iron, IAB-MG",1990,32.83333,-116.06667,28570
Found,"(39.8, -100.51667)",17975,Oberlin,Valid,LL5,1911,39.8,-100.51667,2500
Found,"(34.22833, -103.35833)",17974,Oasis State Park,Valid,OC,1968,34.22833,-103.35833,606
Found,"(38.95, -101.01667)",17973,Oakley (stone),Valid,H6,1895,38.95,-101.01667,27700
Found,"(42.33333, -113.7)",17972,Oakley (iron),Valid,"Iron, IIIF",1926,42.33333,-113.7,111000
Fell,"(24.3, -102.13333)",17938,Nuevo Mercurio,Valid,H5,1978,24.3,-102.13333,50000
Found,"(27.5, -99.5)",17937,Nuevo Laredo,Valid,Eucrite-mmict,1950,27.5,-99.5,500
Fell,"(39.68333, -99.86667)",17922,Norton County,Valid,Aubrite,1948,39.68333,-99.86667,1100000
Found,"(39.99167, -98.34167)",17010,Northbranch,Valid,H5,1972,39.99167,-98.34167,76000
Found,"(42.31667, -72.63333)",17009,Northampton,Valid,Iron,1963,42.31667,-72.63333,353
Found,"(32.51667, -82.55)",16997,Norristown,Valid,"Iron, IIIAB",1965,32.51667,-82.55,4200
Fell,"(36.21667, -92.26667)",16994,Norfork,Valid,"Iron, IIIAB",1918,36.21667,-92.26667,1050
Found,"(36.9, -76.3)",16993,Norfolk,Valid,"Iron, IIIAB",1907,36.9,-76.3,23000
Found,"(28.86667, -97.61667)",16992,Nordheim,Valid,"Iron, ungrouped",1932,28.86667,-97.61667,15150
Found,"(39.81667, -100.2)",16991,Norcateur,Valid,L6,1940,39.81667,-100.2,3200
Fell,"(40.08528, -86.055)",16985,Noblesville,Valid,H4-6,1991,40.08528,-86.055,483.7
Fell,"(44.08333, -69.48333)",16984,Nobleborough,Valid,Eucrite-pmict,1823,44.08333,-69.48333,2300
Found,"(48.0, -97.93333)",16969,Niagara,Valid,"Iron, IAB-sLL",1879,48,-97.93333,115
Found,"(37.6, -105.83333)",16963,Newsom,Valid,L6,1939,37.6,-105.83333,892
Found,"(35.6, -91.26667)",16962,Newport,Valid,"Pallasite, PMG",1923,35.6,-91.26667,5600
Found,"(39.8, -84.81667)",16961,New Westville,Valid,"Iron, IVA",1941,39.8,-84.81667,4800
Fell,"(29.94718, -90.10976)",16960,New Orleans,Valid,H5,2003,29.94718,-90.10976,19256
Found,"(33.11833, -102.11333)",16959,New Moore (b),Valid,OC,1975,33.11833,-102.11333,200
Found,"(33.11667, -102.11667)",16958,New Moore (a),Valid,OC,1972,33.11667,-102.11667,100.3
Found,"(34.5, -107.0)",16957,New Mexico,Valid,Iron,1935,34.5,-107,130
Found,"(33.17, -101.63833)",16956,New Lynn,Valid,L6,1986,33.17,-101.63833,800
Found,"(46.36667, -101.95)",16955,New Leipzig,Valid,"Iron, IAB-MG",1936,46.36667,-101.95,20000
Fell,"(40.0, -81.76667)",16953,New Concord,Valid,L6,1860,40,-81.76667,230000
Found,"(40.0, -78.85)",16952,New Baltimore,Valid,"Iron, ungrouped",1922,40,-78.85,20000
Found,"(39.66667, -100.0)",16951,New Almelo,Valid,L5,1917,39.66667,-100,8000
Found,"(38.48333, -99.91667)",16947,Ness County (1938),Valid,H4,1938,38.48333,-99.91667,652
Found,"(38.5, -99.6)",16946,Ness County (1894),Valid,L6,1894,38.5,-99.6,82000
Found,"(37.75, -85.5)",16942,Nelson County,Valid,"Iron, IIIF",1856,37.75,-85.5,73030
Found,"(34.8, -118.5)",16938,Neenach,Valid,L6,1948,34.8,-118.5,13800
Found,"(34.04472, -102.79917)",16937,Needmore,Valid,OC,1976,34.04472,-102.79917,1793
Found,"(34.44417, -114.8325)",16936,Needles,Valid,"Iron, IID",1962,34.44417,-114.8325,45300
Found,"(34.52667, -102.105)",16933,Nazareth (iron),Valid,"Iron, IIIAB",1968,34.52667,-102.105,11310
Found,"(34.58333, -102.05)",16932,Nazareth (e),Valid,H6,1977,34.58333,-102.05,13100
Found,"(34.58333, -102.08333)",16931,Nazareth (d),Valid,H6,1968,34.58333,-102.08333,1500
Found,"(34.58333, -102.08333)",16930,Nazareth (c),Valid,H5,1970,34.58333,-102.08333,222
Found,"(34.5, -102.25)",16929,Nazareth (b),Valid,L6,1967,34.5,-102.25,3600
Found,"(34.5, -102.25)",16928,Nazareth (a),Valid,L6,1938,34.5,-102.25,44
Found,"(35.33333, -109.5)",16926,Navajo,Valid,"Iron, IIAB",1921,35.33333,-109.5,2184000
Found,"(37.45, -98.41667)",16921,Nashville (stone),Valid,L6,1939,37.45,-98.41667,25000
Found,"(35.96667, -77.96667)",16920,Nashville (iron),Valid,Iron,1934,35.96667,-77.96667,18000
Found,"(30.95, -98.28333)",16917,Naruna (b),Valid,H4,1942,30.95,-98.28333,513.3
Found,"(30.95, -98.26667)",16916,Naruna (a),Valid,H4,1935,30.95,-98.26667,672.3
Fell,"(38.41667, -77.16667)",16904,Nanjemoy,Valid,H6,1825,38.41667,-77.16667,7500
Found,"(28.95, -97.40278)",16886,Myersville,Valid,OC,1969,28.95,-97.40278,5397
Fell,"(36.6, -88.1)",16882,Murray,Valid,CM2,1950,36.6,-88.1,12600
Found,"(35.1, -84.03333)",16881,Murphy,Valid,"Iron, IIAB",1899,35.1,-84.03333,7700
Found,"(34.91667, -117.83333)",16880,Muroc Dry Lake,Valid,L6,1936,34.91667,-117.83333,223
Found,"(34.91667, -117.83333)",16879,Muroc,Valid,L,1936,34.91667,-117.83333,18.4
Found,"(35.83333, -86.41667)",16877,Murfreesboro,Valid,"Iron, ungrouped",1847,35.83333,-86.41667,8600
Found,"(34.12167, -102.695)",16846,Muleshoe,Valid,H4/6,1972,34.12167,-102.695,3600
Found,"(35.63333, -100.13333)",16845,Mulberry Draw,Valid,L5,1963,35.63333,-100.13333,9716
Found,"(37.8594, -117.02097)",16840,Mud Dry Lake,Valid,H3,2002,37.8594,-117.02097,18255
Found,"(36.93333, -87.4)",16806,Mount Vernon,Valid,"Pallasite, PMG",1868,36.93333,-87.4,159000
Found,"(38.41667, -106.21667)",16784,Mount Ouray,Valid,"Iron, IID",1898,38.41667,-106.21667,900
Found,"(44.0, -89.25)",16783,Mount Morris (Wisconsin),Valid,"Iron, IAB-an",1937,44,-89.25,676
Found,"(42.7, -77.88333)",16782,Mount Morris (New York),Valid,H,1897,42.7,-77.88333,12.5
Found,"(39.78333, -77.21667)",16779,Mount Joy,Valid,"Iron, IIAB",1887,39.78333,-77.21667,384000
Found,"(35.75, -103.93333)",16757,Mosquero,Valid,H4,1963,35.75,-103.93333,1800
Found,"(37.63333, -105.83333)",16755,Mosca,Valid,L6,1942,37.63333,-105.83333,6220
Found,"(33.71667, -102.76667)",16753,Morton,Valid,H6,1980,33.71667,-102.76667,6400
Found,"(36.2, -83.38333)",16750,Morristown,Valid,Mesosiderite-A3,1887,36.2,-83.38333,16300
Found,"(42.18333, -103.93333)",16749,Morrill,Valid,"Iron, IAB-an",1920,42.18333,-103.93333,1387
Found,"(39.33333, -100.06667)",16746,Morland,Valid,H6,1890,39.33333,-100.06667,295000
Found,"(27.05, -105.43333)",16745,Morito,Valid,"Iron, IIIAB",1600,27.05,-105.43333,10100000
Found,"(34.98333, -106.05)",16744,Moriarty,Valid,L,1975,34.98333,-106.05,330
Fell,"(35.41667, -79.38333)",16736,Moore County,Valid,Eucrite-cm,1913,35.41667,-79.38333,1880
Found,"(32.50333, -102.74333)",16732,Monument Draw,Valid,Acapulcoite,1985,32.50333,-102.74333,524.5
Found,"(36.95, -84.9)",16728,Monticello,Valid,Howardite,1982,36.95,-84.9,210
Fell,"(35.25, -80.5)",16720,Monroe,Valid,H4,1849,35.25,-80.5,8600
Fell,"(31.60833, -102.85833)",16719,Monahans (1998),Valid,H5,1998,31.60833,-102.85833,2587
Found,"(31.48333, -102.88333)",16718,Monahans (1938),Valid,"Iron, IIF",1938,31.48333,-102.88333,27900
Found,"(38.5, -101.1)",16712,Modoc (1948),Valid,H6,1948,38.5,-101.1,1800
Fell,"(38.5, -101.1)",16711,Modoc (1905),Valid,L6,1905,38.5,-101.1,35000
Found,"(29.8, -109.66667)",16710,Moctezuma,Valid,"Iron, IAB-sLL",1889,29.8,-109.66667,1700
Found,"(43.31667, -100.76667)",16704,Mission,Valid,L,1949,43.31667,-100.76667,12000
Found,"(36.55, -93.1)",16694,Mincy,Valid,Mesosiderite-B4,1857,36.55,-93.1,89400
Found,"(40.2875, -95.37667)",16691,Milton,Valid,"Pallasite, ungrouped",2000,40.2875,-95.37667,2040
Found,"(33.63333, -103.33333)",16690,Milnesand (stone),Valid,L6,1981,33.63333,-103.33333,34
Found,"(36.23, -104.11889)",16687,Mills,Valid,H6,1970,36.23,-104.11889,88000
Found,"(38.625, -96.02278)",16646,Miller (Kansas),Valid,H4,1950,38.625,-96.02278,970
Fell,"(35.4, -92.05)",16645,Miller (Arkansas),Valid,H5,1930,35.4,-92.05,16700
Found,"(32.83528, -81.87389)",16644,Millen,Valid,H4,1975,32.83528,-81.87389,40800
Found,"(44.75, -79.88333)",16633,Midland,Valid,Iron,1960,44.75,-79.88333,34
Found,"(35.66667, -100.6)",16630,Miami,Valid,H5,1930,35.66667,-100.6,57700
Found,"(37.16667, -108.5)",15494,Mesa Verde Park,Valid,"Iron, IAB-ung",1922,37.16667,-108.5,3500
Found,"(31.26667, -100.83333)",15490,Mertzon,Valid,"Iron, IAB-ung",1943,31.26667,-100.83333,3720
Found,"(31.42611, -100.13333)",15488,Mereta,Valid,H4,1941,31.42611,-100.13333,1417.5
Found,"(38.525, -95.78056)",15477,Melvern Lake,Valid,H5,1950,38.525,-95.78056,7746
Found,"(34.39833, -103.605)",15476,Melrose (b),Valid,Howardite,1971,34.39833,-103.605,50.5
Found,"(34.38333, -103.61667)",15475,Melrose (a),Valid,L5,1933,34.38333,-103.61667,36400
Found,"(33.33139, -102.26889)",15466,Meadow (b),Valid,L6,1981,33.33139,-102.26889,691
Found,"(33.33139, -102.26889)",15465,Meadow (a),Valid,H5,1975,33.33139,-102.26889,1495
Found,"(35.23333, -100.6)",15464,McLean,Valid,H6,1939,35.23333,-100.6,4300
Found,"(33.18333, -96.71667)",15463,McKinney,Valid,L4,1870,33.18333,-96.71667,150000
Found,"(32.925, -102.625)",15462,McKenzie Draw (b),Valid,H4,1989,32.925,-102.625,2990
Found,"(32.925, -102.625)",15461,McKenzie Draw (a),Valid,H4,1989,32.925,-102.625,11800
Found,"(38.525, -99.81)",15460,McCracken,Valid,H4/5,1980,38.525,-99.81,1530
Found,"(40.02, -100.78333)",15459,McCook,Valid,L6,1965,40.02,-100.78333,3602
Found,"(33.75, -100.93333)",15457,McAddo,Valid,L6,1935,33.75,-100.93333,1100
Fell,"(24.68333, -101.68333)",15453,Mazapil,Valid,"Iron, IAB-sLL",1885,24.68333,-101.68333,4000
Found,"(36.38333, -79.86667)",15452,Mayodan,Valid,"Iron, IIAB",1920,36.38333,-79.86667,15400
Found,"(37.30833, -97.545)",15450,Mayfield,Valid,H4,1972,37.30833,-97.545,38400
Found,"(39.47444, -96.925)",15448,Mayday,Valid,H4,1955,39.47444,-96.925,6900
Fell,"(35.8, -84.1)",15436,Maryville,Valid,L6,1983,35.8,-84.1,1443
Found,"(31.5, -96.88333)",15435,Mart,Valid,"Iron, IVA",1898,31.5,-96.88333,7140
Found,"(42.45, -103.3)",15434,Marsland,Valid,H5,1933,42.45,-103.3,6850
Found,"(37.0, -88.25)",15433,Marshall County,Valid,"Iron, IIIAB",1860,37,-88.25,6800
Found,"(34.6, -97.91667)",15428,Marlow,Valid,L5,1936,34.6,-97.91667,68000
Found,"(38.36667, -97.03333)",15425,Marion (Kansas),Valid,L5,1955,38.36667,-97.03333,2890
Fell,"(41.9, -91.6)",15424,Marion (Iowa),Valid,L6,1847,41.9,-91.6,28400
Found,"(33.25, -112.05)",15420,Maricopa,Valid,H,1980,33.25,-112.05,50
Fell,"(42.71667, -99.38333)",15419,Mariaville,Valid,Iron,1898,42.71667,-99.38333,340
Found,"(42.29111, -88.62556)",15415,Marengo,Valid,L6,1991,42.29111,-88.62556,68
Found,"(42.18333, -95.71667)",15410,Mapleton,Valid,"Iron, IIIAB",1939,42.18333,-95.71667,49000
Found,"(45.44, -79.87556)",15406,Manitouwabing,Valid,"Iron, IIIAB",1962,45.44,-79.87556,39000
Fell,"(32.21667, -104.0)",15393,Malaga,Valid,OC,1933,32.21667,-104,150
Found,"(44.5, -77.46667)",15381,Madoc,Valid,"Iron, IIIAB",1854,44.5,-77.46667,168000
Found,"(34.21667, -103.91667)",15378,Macy,Valid,L6,1984,34.21667,-103.91667,42000
Found,"(42.76667, -104.35)",14761,Lusk,Valid,Iron,1940,42.76667,-104.35,46
Found,"(40.74972, -97.74972)",14760,Lushton,Valid,L6,1914,40.74972,-97.74972,6700
Found,"(39.11667, -98.68333)",14758,Luray,Valid,OC,1976,39.11667,-98.68333,861
Fell,"(32.03333, -84.76667)",14753,Lumpkin,Valid,L6,1869,32.03333,-84.76667,340
Found,"(34.0, -106.96667)",14751,Luis Lopez,Valid,"Iron, IIIAB",1896,34,-106.96667,7000
Found,"(32.83611, -99.60417)",14750,Lueders,Valid,"Iron, IAB-MG",1973,32.83611,-99.60417,35400
Found,"(34.49553, -116.9471)",14748,Lucerne Valley 024,Valid,L6,2003,34.49553,-116.9471,2.71
Found,"(34.49095, -116.95038)",14747,Lucerne Valley 023,Valid,L6,2002,34.49095,-116.95038,7.56
Found,"(34.49058, -116.95032)",14746,Lucerne Valley 022,Valid,LL4,2002,34.49058,-116.95032,16.49
Found,"(34.49312, -116.94662)",14745,Lucerne Valley 021,Valid,H6,2002,34.49312,-116.94662,3.92
Found,"(34.4918, -116.943)",14744,Lucerne Valley 020,Valid,H6,2002,34.4918,-116.943,18.4
Found,"(34.48868, -116.94985)",14743,Lucerne Valley 019,Valid,L6,2002,34.48868,-116.94985,3.91
Found,"(34.48793, -116.9488)",14742,Lucerne Valley 018,Valid,H6,2002,34.48793,-116.9488,0.97
Found,"(34.5, -116.95)",14741,Lucerne Valley 017,Valid,L6,1999,34.5,-116.95,12.8
Found,"(34.5125, -116.95083)",14740,Lucerne Valley 016,Valid,L5,1998,34.5125,-116.95083,4.1
Found,"(34.5095, -116.95583)",14739,Lucerne Valley 015,Valid,LL6,1998,34.5095,-116.95583,12.5
Found,"(34.50133, -116.96467)",14738,Lucerne Valley 014,Valid,L5,1998,34.50133,-116.96467,3.4
Found,"(34.5, -116.95)",14737,Lucerne Valley 013,Valid,L5,1992,34.5,-116.95,14
Found,"(34.5, -116.95)",14736,Lucerne Valley 012,Valid,H6,1968,34.5,-116.95,1.2
Found,"(34.5, -116.95)",14735,Lucerne Valley 011,Valid,L6,1968,34.5,-116.95,3.8
Found,"(34.5, -116.95)",14734,Lucerne Valley 010,Valid,H4,1965,34.5,-116.95,6.4
Found,"(34.5, -116.95)",14733,Lucerne Valley 009,Valid,H4,1965,34.5,-116.95,3
Found,"(34.5, -116.95)",14732,Lucerne Valley 008,Valid,H4,1964,34.5,-116.95,2
Found,"(34.5, -116.95)",14731,Lucerne Valley 007,Valid,OC,1963,34.5,-116.95,4.8
Found,"(34.5, -116.95)",14730,Lucerne Valley 006,Valid,H4,1963,34.5,-116.95,26.9
Found,"(34.5, -116.95)",14729,Lucerne Valley 005,Valid,L6,1963,34.5,-116.95,3.1
Found,"(34.5, -116.95)",14728,Lucerne Valley 004,Valid,L6,1963,34.5,-116.95,37.4
Found,"(34.5, -116.95)",14727,Lucerne Valley 003,Valid,H6,1963,34.5,-116.95,7.5
Found,"(34.5, -116.95)",14726,Lucerne Valley 002,Valid,LL4,1963,34.5,-116.95,5.8
Found,"(34.5, -116.95)",14725,Lucerne Valley 001,Valid,L6,1963,34.5,-116.95,15.8
Found,"(33.6, -101.73333)",14722,Lubbock,Valid,L5,1938,33.6,-101.73333,1457.8
Fell,"(38.25, -85.75)",14716,Louisville,Valid,L6,1977,38.25,-85.75,1300
Found,"(34.25, -84.5)",14715,Losttown,Valid,"Iron, IID",1868,34.25,-84.5,3000
Found,"(37.65, -105.73333)",14714,Lost Lake,Valid,L6,1931,37.65,-105.73333,11
Found,"(33.28944, -102.54306)",14713,Lost Draw,Valid,OC,1980,33.28944,-102.54306,309
Found,"(39.12417, -98.16778)",14712,Lost Creek,Valid,H3.8,1916,39.12417,-98.16778,4018
Fell,"(36.00833, -95.15)",14711,Lost City,Valid,H5,1970,36.00833,-95.15,17000
Found,"(34.8125, -106.79167)",14707,Los Lunas,Valid,H4,1978,34.8125,-106.79167,94.5
Found,"(26.01667, -111.36667)",14705,Loreto,Valid,"Iron, IIIAB",1896,26.01667,-111.36667,94800
Found,"(32.98333, -102.38833)",14704,Loop (c),Valid,OC,1964,32.98333,-102.38833,861
